origin,des,httpcode
SUF,MLH,404
SUF,MMX,404
SUF,MOL,404
SUF,MPL,404
SUF,MRS,404
SUF,MUC,404
SUF,MXP,404
SUF,NAP,404
SUF,NCE,404
SUF,NCL,404
SUF,NOC,404
SUF,NQY,404
SUF,NUE,404
SUF,OLB,404
SUF,OPO,404
SUF,OSD,404
SUF,OSL,404
SUF,OTP,404
SUF,OUL,404
SUF,PAD,404
SUF,PEG,404
SUF,PMI,404
SUF,PMO,404
SUF,PNL,404
SUF,POZ,404
SUF,PRG,404
SUF,PSA,404
SUF,PUY,404
SUF,QDU,404
SUF,REG,404
SUF,RHO,404
SUF,RIX,404
SUF,RJK,404
SUF,RLG,404
SUF,RNB,404
SUF,RTM,404
SUF,RZE,404
SUF,SBZ,404
SUF,SCN,404
SUF,SCQ,404
SUF,SDL,404
SUF,SFT,404
SUF,SKG,404
SUF,SMI,404
SUF,SNN,404
SUF,SOF,404
SUF,SPC,404
SUF,SPU,404
SUF,STN,404
SUF,STR,404
SUF,SUF,404
SUF,SVG,404
SUF,SVQ,404
SUF,SXB,404
SUF,SXF,404
SUF,SZG,404
SUF,SZZ,404
SUF,TFS,404
SUF,TKU,404
SUF,TLL,404
SUF,TLS,404
SUF,TMP,404
SUF,TOS,404
SUF,TRD,404
SUF,TRN,404
SUF,TRS,404
SUF,TSR,404
SUF,TXL,404
SUF,UME,404
SUF,VAA,404
SUF,VAR,404
SUF,VCE,404
SUF,VGO,404
SUF,VIE,404
SUF,VLC,404
SUF,VNO,404
SUF,VOL,404
SUF,VRN,404
SUF,WAW,404
SUF,WRO,404
SUF,XER,404
SUF,XRY,404
SUF,ZAD,404
SUF,ZAG,404
SUF,ZRH,404
SUF,ZTH,404
SVG,AAL,404
SVG,AAR,404
SVG,ABZ,404
SVG,ACE,404
SVG,AES,404
SVG,AGH,404
SVG,AGP,404
SVG,AHO,404
SVG,AJA,404
SVG,ALF,404
SVG,AMS,404
SVG,AOI,404
SVG,ARN,404
SVG,ATH,404
SVG,AXD,404
SVG,BCN,404
SVG,BDS,404
SVG,BGO,200
SVG,BGY,404
SVG,BHD,404
SVG,BHX,404
SVG,BIA,404
SVG,BIO,404
SVG,BIQ,404
SVG,BLL,404
SVG,BLQ,404
SVG,BOD,404
SVG,BOJ,404
SVG,BOO,404
SVG,BRE,404
SVG,BRI,404
SVG,BRN,404
SVG,BRS,404
SVG,BRU,404
SVG,BSL,404
SVG,BUD,404
SVG,BZG,404
SVG,CAG,404
SVG,CDG,404
SVG,CFU,404
SVG,CGN,404
SVG,CHQ,404
SVG,CLJ,404
SVG,CLY,404
SVG,CND,404
SVG,CPH,404
SVG,CTA,404
SVG,CWL,404
SVG,DBV,404
SVG,DRS,404
SVG,DTM,404
SVG,DUB,404
SVG,DUS,404
SVG,EBJ,200
SVG,EDI,404
SVG,EFL,404
SVG,EMA,404
SVG,EVE,404
SVG,FAO,404
SVG,FCO,404
SVG,FDH,404
SVG,FKB,404
SVG,FLR,404
SVG,FMM,404
SVG,FMO,404
SVG,FNC,404
SVG,FRA,404
SVG,FSC,404
SVG,FUE,404
SVG,GDN,404
SVG,GLA,404
SVG,GOA,404
SVG,GOT,404
SVG,GRZ,404
SVG,GVA,404
SVG,GWT,404
SVG,HAJ,404
SVG,HAM,404
SVG,HAU,404
SVG,HDB,404
SVG,HDF,404
SVG,HEL,404
SVG,HER,404
SVG,HOV,404
SVG,IAS,404
SVG,IBZ,404
SVG,INN,404
SVG,IOA,404
SVG,JER,404
SVG,JKG,404
SVG,JKH,404
SVG,JMK,404
SVG,JSI,404
SVG,JTR,404
SVG,KGS,404
SVG,KKN,404
SVG,KLR,404
SVG,KLU,404
SVG,KLX,404
SVG,KRK,404
SVG,KRN,404
SVG,KRS,200
SVG,KSC,404
SVG,KSD,404
SVG,KSU,200
SVG,KTT,404
SVG,KTW,404
SVG,KUO,404
SVG,KVA,404
SVG,LCA,404
SVG,LCJ,404
SVG,LCY,404
SVG,LDE,404
SVG,LEJ,404
SVG,LGG,404
SVG,LHR,404
SVG,LIN,404
SVG,LIS,404
SVG,LJU,404
SVG,LLA,404
SVG,LMP,404
SVG,LNZ,404
SVG,LPA,404
SVG,LPI,404
SVG,LUG,404
SVG,LUX,404
SVG,LUZ,404
SVG,LYR,404
SVG,LYS,404
SVG,MAD,404
SVG,MAH,404
SVG,MAN,404
SVG,MJT,404
SVG,MLA,404
SVG,MLH,404
SVG,MMX,404
SVG,MOL,404
SVG,MPL,404
SVG,MRS,404
SVG,MUC,404
SVG,MXP,404
SVG,NAP,404
SVG,NCE,404
SVG,NCL,404
SVG,NOC,404
SVG,NQY,404
SVG,NUE,404
SVG,OLB,404
SVG,OPO,404
SVG,OSD,404
SVG,OSL,404
SVG,OTP,404
SVG,OUL,404
SVG,PAD,404
SVG,PEG,404
SVG,PMI,404
SVG,PMO,404
SVG,PNL,404
SVG,POZ,404
SVG,PRG,404
SVG,PSA,404
SVG,PUY,404
SVG,QDU,404
SVG,REG,404
SVG,RHO,404
SVG,RIX,404
SVG,RJK,404
SVG,RLG,404
SVG,RNB,404
SVG,RTM,404
SVG,RZE,404
SVG,SBZ,404
SVG,SCN,404
SVG,SCQ,404
SVG,SDL,404
SVG,SFT,404
SVG,SKG,404
SVG,SMI,404
SVG,SNN,404
SVG,SOF,404
SVG,SPC,404
SVG,SPU,404
SVG,STN,404
SVG,STR,404
SVG,SUF,404
SVG,SVG,404
SVG,SVQ,404
SVG,SXB,404
SVG,SXF,404
SVG,SZG,404
SVG,SZZ,404
SVG,TFS,404
SVG,TKU,404
SVG,TLL,404
SVG,TLS,404
SVG,TMP,404
SVG,TOS,200
SVG,TRD,200
SVG,TRN,404
SVG,TRS,404
SVG,TSR,404
SVG,TXL,404
SVG,UME,404
SVG,VAA,404
SVG,VAR,404
SVG,VCE,404
SVG,VGO,404
SVG,VIE,404
SVG,VLC,404
SVG,VNO,404
SVG,VOL,404
SVG,VRN,404
SVG,WAW,404
SVG,WRO,404
SVG,XER,404
SVG,XRY,404
SVG,ZAD,404
SVG,ZAG,404
SVG,ZRH,404
SVG,ZTH,404
SVQ,AAL,404
SVQ,AAR,404
SVQ,ABZ,404
SVQ,ACE,404
SVQ,AES,404
SVQ,AGH,404
SVQ,AGP,404
SVQ,AHO,404
SVQ,AJA,404
SVQ,ALF,404
SVQ,AMS,404
SVQ,AOI,404
SVQ,ARN,404
SVQ,ATH,404
SVQ,AXD,404
SVQ,BCN,404
SVQ,BDS,404
SVQ,BGO,404
SVQ,BGY,404
SVQ,BHD,404
SVQ,BHX,404
SVQ,BIA,404
SVQ,BIO,404
SVQ,BIQ,404
SVQ,BLL,404
SVQ,BLQ,404
SVQ,BOD,404
SVQ,BOJ,404
SVQ,BOO,404
SVQ,BRE,404
SVQ,BRI,404
SVQ,BRN,404
SVQ,BRS,404
SVQ,BRU,404
SVQ,BSL,404
SVQ,BUD,404
SVQ,BZG,404
SVQ,CAG,404
SVQ,CDG,404
SVQ,CFU,404
SVQ,CGN,404
SVQ,CHQ,404
SVQ,CLJ,404
SVQ,CLY,404
SVQ,CND,404
SVQ,CPH,404
SVQ,CTA,404
SVQ,CWL,404
SVQ,DBV,404
SVQ,DRS,404
SVQ,DTM,404
SVQ,DUB,404
SVQ,DUS,404
SVQ,EBJ,404
SVQ,EDI,404
SVQ,EFL,404
SVQ,EMA,404
SVQ,EVE,404
SVQ,FAO,404
SVQ,FCO,404
SVQ,FDH,404
SVQ,FKB,404
SVQ,FLR,404
SVQ,FMM,404
SVQ,FMO,404
SVQ,FNC,404
SVQ,FRA,404
SVQ,FSC,404
SVQ,FUE,404
SVQ,GDN,404
SVQ,GLA,404
SVQ,GOA,404
SVQ,GOT,404
SVQ,GRZ,404
SVQ,GVA,404
SVQ,GWT,404
SVQ,HAJ,404
SVQ,HAM,404
SVQ,HAU,404
SVQ,HDB,404
SVQ,HDF,404
SVQ,HEL,404
SVQ,HER,404
SVQ,HOV,404
SVQ,IAS,404
SVQ,IBZ,404
SVQ,INN,404
SVQ,IOA,404
SVQ,JER,404
SVQ,JKG,404
SVQ,JKH,404
SVQ,JMK,404
SVQ,JSI,404
SVQ,JTR,404
SVQ,KGS,404
SVQ,KKN,404
SVQ,KLR,404
SVQ,KLU,404
SVQ,KLX,404
SVQ,KRK,404
SVQ,KRN,404
SVQ,KRS,404
SVQ,KSC,404
SVQ,KSD,404
SVQ,KSU,404
SVQ,KTT,404
SVQ,KTW,404
SVQ,KUO,404
SVQ,KVA,404
SVQ,LCA,404
SVQ,LCJ,404
SVQ,LCY,404
SVQ,LDE,404
SVQ,LEJ,404
SVQ,LGG,404
SVQ,LHR,404
SVQ,LIN,404
SVQ,LIS,404
SVQ,LJU,404
SVQ,LLA,404
SVQ,LMP,404
SVQ,LNZ,404
SVQ,LPA,200
SVQ,LPI,404
SVQ,LUG,404
SVQ,LUX,404
SVQ,LUZ,404
SVQ,LYR,404
SVQ,LYS,404
SVQ,MAD,200
SVQ,MAH,404
SVQ,MAN,404
SVQ,MJT,404
SVQ,MLA,404
SVQ,MLH,404
SVQ,MMX,404
SVQ,MOL,404
SVQ,MPL,404
SVQ,MRS,404
SVQ,MUC,404
SVQ,MXP,404
SVQ,NAP,404
SVQ,NCE,404
SVQ,NCL,404
SVQ,NOC,404
SVQ,NQY,404
SVQ,NUE,404
SVQ,OLB,404
SVQ,OPO,404
SVQ,OSD,404
SVQ,OSL,404
SVQ,OTP,404
SVQ,OUL,404
SVQ,PAD,404
SVQ,PEG,404
SVQ,PMI,200
SVQ,PMO,404
SVQ,PNL,404
SVQ,POZ,404
SVQ,PRG,404
SVQ,PSA,404
SVQ,PUY,404
SVQ,QDU,404
SVQ,REG,404
SVQ,RHO,404
SVQ,RIX,404
SVQ,RJK,404
SVQ,RLG,404
SVQ,RNB,404
SVQ,RTM,404
SVQ,RZE,404
SVQ,SBZ,404
SVQ,SCN,404
SVQ,SCQ,404
SVQ,SDL,404
SVQ,SFT,404
SVQ,SKG,404
SVQ,SMI,404
SVQ,SNN,404
SVQ,SOF,404
SVQ,SPC,404
SVQ,SPU,404
SVQ,STN,404
SVQ,STR,404
SVQ,SUF,404
SVQ,SVG,404
SVQ,SVQ,404
SVQ,SXB,404
SVQ,SXF,404
SVQ,SZG,404
SVQ,SZZ,404
SVQ,TFS,404
SVQ,TKU,404
SVQ,TLL,404
SVQ,TLS,404
SVQ,TMP,404
SVQ,TOS,404
SVQ,TRD,404
SVQ,TRN,404
SVQ,TRS,404
SVQ,TSR,404
SVQ,TXL,404
SVQ,UME,404
SVQ,VAA,404
SVQ,VAR,404
SVQ,VCE,404
SVQ,VGO,404
SVQ,VIE,404
SVQ,VLC,200
SVQ,VNO,404
SVQ,VOL,404
SVQ,VRN,404
SVQ,WAW,404
SVQ,WRO,404
SVQ,XER,404
SVQ,XRY,404
SVQ,ZAD,404
SVQ,ZAG,404
SVQ,ZRH,404
SVQ,ZTH,404
SXB,AAL,404
SXB,AAR,404
SXB,ABZ,404
SXB,ACE,404
SXB,AES,404
SXB,AGH,404
SXB,AGP,404
SXB,AHO,404
SXB,AJA,404
SXB,ALF,404
SXB,AMS,404
SXB,AOI,404
SXB,ARN,404
SXB,ATH,404
SXB,AXD,404
SXB,BCN,404
SXB,BDS,404
SXB,BGO,404
SXB,BGY,404
SXB,BHD,404
SXB,BHX,404
SXB,BIA,404
SXB,BIO,404
SXB,BIQ,404
SXB,BLL,404
SXB,BLQ,404
SXB,BOD,404
SXB,BOJ,404
SXB,BOO,404
SXB,BRE,404
SXB,BRI,404
SXB,BRN,404
SXB,BRS,404
SXB,BRU,404
SXB,BSL,404
SXB,BUD,404
SXB,BZG,404
SXB,CAG,404
SXB,CDG,404
SXB,CFU,404
SXB,CGN,404
SXB,CHQ,404
SXB,CLJ,404
SXB,CLY,404
SXB,CND,404
SXB,CPH,404
SXB,CTA,404
SXB,CWL,404
SXB,DBV,404
SXB,DRS,404
SXB,DTM,404
SXB,DUB,404
SXB,DUS,404
SXB,EBJ,404
SXB,EDI,404
SXB,EFL,404
SXB,EMA,404
SXB,EVE,404
SXB,FAO,404
SXB,FCO,404
SXB,FDH,404
SXB,FKB,404
SXB,FLR,404
SXB,FMM,404
SXB,FMO,404
SXB,FNC,404
SXB,FRA,200
SXB,FSC,404
SXB,FUE,404
SXB,GDN,404
SXB,GLA,404
SXB,GOA,404
SXB,GOT,404
SXB,GRZ,404
SXB,GVA,404
SXB,GWT,404
SXB,HAJ,404
SXB,HAM,404
SXB,HAU,404
SXB,HDB,404
SXB,HDF,404
SXB,HEL,404
SXB,HER,404
SXB,HOV,404
SXB,IAS,404
SXB,IBZ,404
SXB,INN,404
SXB,IOA,404
SXB,JER,404
SXB,JKG,404
SXB,JKH,404
SXB,JMK,404
SXB,JSI,404
SXB,JTR,404
SXB,KGS,404
SXB,KKN,404
SXB,KLR,404
SXB,KLU,404
SXB,KLX,404
SXB,KRK,404
SXB,KRN,404
SXB,KRS,404
SXB,KSC,404
SXB,KSD,404
SXB,KSU,404
SXB,KTT,404
SXB,KTW,404
SXB,KUO,404
SXB,KVA,404
SXB,LCA,404
SXB,LCJ,404
SXB,LCY,404
SXB,LDE,404
SXB,LEJ,404
SXB,LGG,404
SXB,LHR,404
SXB,LIN,404
SXB,LIS,404
SXB,LJU,404
SXB,LLA,404
SXB,LMP,404
SXB,LNZ,404
SXB,LPA,404
SXB,LPI,404
SXB,LUG,404
SXB,LUX,404
SXB,LUZ,404
SXB,LYR,404
SXB,LYS,404
SXB,MAD,404
SXB,MAH,404
SXB,MAN,404
SXB,MJT,404
SXB,MLA,404
SXB,MLH,404
SXB,MMX,404
SXB,MOL,404
SXB,MPL,404
SXB,MRS,404
SXB,MUC,404
SXB,MXP,404
SXB,NAP,404
SXB,NCE,404
SXB,NCL,404
SXB,NOC,404
SXB,NQY,404
SXB,NUE,404
SXB,OLB,404
SXB,OPO,404
SXB,OSD,404
SXB,OSL,404
SXB,OTP,404
SXB,OUL,404
SXB,PAD,404
SXB,PEG,404
SXB,PMI,404
SXB,PMO,404
SXB,PNL,404
SXB,POZ,404
SXB,PRG,404
SXB,PSA,404
SXB,PUY,404
SXB,QDU,404
SXB,REG,404
SXB,RHO,404
SXB,RIX,404
SXB,RJK,404
SXB,RLG,404
SXB,RNB,404
SXB,RTM,404
SXB,RZE,404
SXB,SBZ,404
SXB,SCN,404
SXB,SCQ,404
SXB,SDL,404
SXB,SFT,404
SXB,SKG,404
SXB,SMI,404
SXB,SNN,404
SXB,SOF,404
SXB,SPC,404
SXB,SPU,404
SXB,STN,404
SXB,STR,404
SXB,SUF,404
SXB,SVG,404
SXB,SVQ,404
SXB,SXB,404
SXB,SXF,404
SXB,SZG,404
SXB,SZZ,404
SXB,TFS,404
SXB,TKU,404
SXB,TLL,404
SXB,TLS,404
SXB,TMP,404
SXB,TOS,404
SXB,TRD,404
SXB,TRN,404
SXB,TRS,404
SXB,TSR,404
SXB,TXL,404
SXB,UME,404
SXB,VAA,404
SXB,VAR,404
SXB,VCE,404
SXB,VGO,404
SXB,VIE,404
SXB,VLC,404
SXB,VNO,404
SXB,VOL,404
SXB,VRN,404
SXB,WAW,404
SXB,WRO,404
SXB,XER,404
SXB,XRY,404
SXB,ZAD,404
SXB,ZAG,404
SXB,ZRH,404
SXB,ZTH,404
SXF,AAL,404
SXF,AAR,404
SXF,ABZ,404
SXF,ACE,404
SXF,AES,404
SXF,AGH,404
SXF,AGP,404
SXF,AHO,404
SXF,AJA,404
SXF,ALF,404
SXF,AMS,200
SXF,AOI,404
SXF,ARN,200
SXF,ATH,200
SXF,AXD,404
SXF,BCN,200
SXF,BDS,404
SXF,BGO,404
SXF,BGY,404
SXF,BHD,404
SXF,BHX,404
SXF,BIA,404
SXF,BIO,404
SXF,BIQ,404
SXF,BLL,404
SXF,BLQ,404
SXF,BOD,200
SXF,BOJ,404
SXF,BOO,404
SXF,BRE,404
SXF,BRI,404
SXF,BRN,404
SXF,BRS,404
SXF,BRU,200
SXF,BSL,200
SXF,BUD,200
SXF,BZG,404
SXF,CAG,404
SXF,CDG,404
SXF,CFU,404
SXF,CGN,404
SXF,CHQ,404
SXF,CLJ,404
SXF,CLY,404
SXF,CND,404
SXF,CPH,404
SXF,CTA,404
SXF,CWL,404
SXF,DBV,404
SXF,DRS,404
SXF,DTM,404
SXF,DUB,404
SXF,DUS,404
SXF,EBJ,404
SXF,EDI,404
SXF,EFL,404
SXF,EMA,404
SXF,EVE,404
SXF,FAO,404
SXF,FCO,404
SXF,FDH,404
SXF,FKB,404
SXF,FLR,404
SXF,FMM,404
SXF,FMO,404
SXF,FNC,404
SXF,FRA,404
SXF,FSC,404
SXF,FUE,404
SXF,GDN,404
SXF,GLA,200
SXF,GOA,404
SXF,GOT,404
SXF,GRZ,404
SXF,GVA,200
SXF,GWT,404
SXF,HAJ,404
SXF,HAM,404
SXF,HAU,404
SXF,HDB,404
SXF,HDF,404
SXF,HEL,404
SXF,HER,404
SXF,HOV,404
SXF,IAS,404
SXF,IBZ,404
SXF,INN,404
SXF,IOA,404
SXF,JER,404
SXF,JKG,404
SXF,JKH,404
SXF,JMK,404
SXF,JSI,404
SXF,JTR,404
SXF,KGS,404
SXF,KKN,404
SXF,KLR,404
SXF,KLU,404
SXF,KLX,404
SXF,KRK,404
SXF,KRN,404
SXF,KRS,404
SXF,KSC,404
SXF,KSD,404
SXF,KSU,404
SXF,KTT,404
SXF,KTW,404
SXF,KUO,404
SXF,KVA,404
SXF,LCA,404
SXF,LCJ,404
SXF,LCY,404
SXF,LDE,404
SXF,LEJ,404
SXF,LGG,404
SXF,LHR,404
SXF,LIN,404
SXF,LIS,404
SXF,LJU,404
SXF,LLA,404
SXF,LMP,404
SXF,LNZ,404
SXF,LPA,200
SXF,LPI,404
SXF,LUG,404
SXF,LUX,404
SXF,LUZ,404
SXF,LYR,404
SXF,LYS,200
SXF,MAD,404
SXF,MAH,404
SXF,MAN,200
SXF,MJT,404
SXF,MLA,404
SXF,MLH,404
SXF,MMX,404
SXF,MOL,404
SXF,MPL,404
SXF,MRS,404
SXF,MUC,404
SXF,MXP,200
SXF,NAP,404
SXF,NCE,404
SXF,NCL,404
SXF,NOC,404
SXF,NQY,404
SXF,NUE,404
SXF,OLB,404
SXF,OPO,404
SXF,OSD,404
SXF,OSL,200
SXF,OTP,404
SXF,OUL,404
SXF,PAD,404
SXF,PEG,404
SXF,PMI,404
SXF,PMO,404
SXF,PNL,404
SXF,POZ,404
SXF,PRG,404
SXF,PSA,200
SXF,PUY,404
SXF,QDU,404
SXF,REG,404
SXF,RHO,404
SXF,RIX,404
SXF,RJK,404
SXF,RLG,404
SXF,RNB,404
SXF,RTM,200
SXF,RZE,404
SXF,SBZ,404
SXF,SCN,404
SXF,SCQ,404
SXF,SDL,404
SXF,SFT,404
SXF,SKG,200
SXF,SMI,404
SXF,SNN,404
SXF,SOF,404
SXF,SPC,404
SXF,SPU,404
SXF,STN,404
SXF,STR,404
SXF,SUF,404
SXF,SVG,404
SXF,SVQ,404
SXF,SXB,404
SXF,SXF,404
SXF,SZG,200
SXF,SZZ,404
SXF,TFS,200
SXF,TKU,404
SXF,TLL,404
SXF,TLS,404
SXF,TMP,404
SXF,TOS,404
SXF,TRD,404
SXF,TRN,404
SXF,TRS,404
SXF,TSR,404
SXF,TXL,404
SXF,UME,404
SXF,VAA,404
SXF,VAR,404
SXF,VCE,200
SXF,VGO,404
SXF,VIE,200
SXF,VLC,404
SXF,VNO,404
SXF,VOL,404
SXF,VRN,404
SXF,WAW,404
SXF,WRO,404
SXF,XER,404
SXF,XRY,404
SXF,ZAD,404
SXF,ZAG,404
SXF,ZRH,200
SXF,ZTH,404
SZG,AAL,404
SZG,AAR,404
SZG,ABZ,404
SZG,ACE,404
SZG,AES,404
SZG,AGH,404
SZG,AGP,404
SZG,AHO,404
SZG,AJA,404
SZG,ALF,404
SZG,AMS,404
SZG,AOI,404
SZG,ARN,404
SZG,ATH,404
SZG,AXD,404
SZG,BCN,404
SZG,BDS,404
SZG,BGO,404
SZG,BGY,404
SZG,BHD,404
SZG,BHX,404
SZG,BIA,404
SZG,BIO,404
SZG,BIQ,404
SZG,BLL,404
SZG,BLQ,404
SZG,BOD,404
SZG,BOJ,404
SZG,BOO,404
SZG,BRE,404
SZG,BRI,404
SZG,BRN,404
SZG,BRS,404
SZG,BRU,200
SZG,BSL,404
SZG,BUD,404
SZG,BZG,404
SZG,CAG,404
SZG,CDG,200
SZG,CFU,404
SZG,CGN,200
SZG,CHQ,404
SZG,CLJ,404
SZG,CLY,404
SZG,CND,404
SZG,CPH,404
SZG,CTA,404
SZG,CWL,404
SZG,DBV,404
SZG,DRS,404
SZG,DTM,404
SZG,DUB,404
SZG,DUS,404
SZG,EBJ,404
SZG,EDI,404
SZG,EFL,404
SZG,EMA,404
SZG,EVE,404
SZG,FAO,404
SZG,FCO,404
SZG,FDH,404
SZG,FKB,404
SZG,FLR,404
SZG,FMM,404
SZG,FMO,404
SZG,FNC,404
SZG,FRA,200
SZG,FSC,404
SZG,FUE,404
SZG,GDN,404
SZG,GLA,404
SZG,GOA,404
SZG,GOT,404
SZG,GRZ,404
SZG,GVA,404
SZG,GWT,404
SZG,HAJ,404
SZG,HAM,404
SZG,HAU,404
SZG,HDB,404
SZG,HDF,404
SZG,HEL,404
SZG,HER,404
SZG,HOV,404
SZG,IAS,404
SZG,IBZ,404
SZG,INN,200
SZG,IOA,404
SZG,JER,404
SZG,JKG,404
SZG,JKH,404
SZG,JMK,404
SZG,JSI,404
SZG,JTR,404
SZG,KGS,404
SZG,KKN,404
SZG,KLR,404
SZG,KLU,404
SZG,KLX,404
SZG,KRK,404
SZG,KRN,404
SZG,KRS,404
SZG,KSC,404
SZG,KSD,404
SZG,KSU,404
SZG,KTT,404
SZG,KTW,404
SZG,KUO,404
SZG,KVA,404
SZG,LCA,404
SZG,LCJ,404
SZG,LCY,404
SZG,LDE,404
SZG,LEJ,404
SZG,LGG,404
SZG,LHR,404
SZG,LIN,404
SZG,LIS,404
SZG,LJU,404
SZG,LLA,404
SZG,LMP,404
SZG,LNZ,404
SZG,LPA,404
SZG,LPI,404
SZG,LUG,404
SZG,LUX,404
SZG,LUZ,404
SZG,LYR,404
SZG,LYS,404
SZG,MAD,404
SZG,MAH,404
SZG,MAN,404
SZG,MJT,404
SZG,MLA,404
SZG,MLH,404
SZG,MMX,404
SZG,MOL,404
SZG,MPL,404
SZG,MRS,404
SZG,MUC,200
SZG,MXP,404
SZG,NAP,404
SZG,NCE,404
SZG,NCL,404
SZG,NOC,404
SZG,NQY,404
SZG,NUE,404
SZG,OLB,404
SZG,OPO,404
SZG,OSD,404
SZG,OSL,404
SZG,OTP,404
SZG,OUL,404
SZG,PAD,404
SZG,PEG,404
SZG,PMI,404
SZG,PMO,404
SZG,PNL,404
SZG,POZ,404
SZG,PRG,404
SZG,PSA,404
SZG,PUY,404
SZG,QDU,404
SZG,REG,404
SZG,RHO,404
SZG,RIX,404
SZG,RJK,404
SZG,RLG,404
SZG,RNB,404
SZG,RTM,404
SZG,RZE,404
SZG,SBZ,404
SZG,SCN,404
SZG,SCQ,404
SZG,SDL,404
SZG,SFT,404
SZG,SKG,404
SZG,SMI,404
SZG,SNN,404
SZG,SOF,404
SZG,SPC,404
SZG,SPU,404
SZG,STN,404
SZG,STR,404
SZG,SUF,404
SZG,SVG,404
SZG,SVQ,404
SZG,SXB,404
SZG,SXF,200
SZG,SZG,404
SZG,SZZ,404
SZG,TFS,404
SZG,TKU,404
SZG,TLL,404
SZG,TLS,404
SZG,TMP,404
SZG,TOS,404
SZG,TRD,404
SZG,TRN,404
SZG,TRS,404
SZG,TSR,404
SZG,TXL,404
SZG,UME,404
SZG,VAA,404
SZG,VAR,404
SZG,VCE,404
SZG,VGO,404
SZG,VIE,200
SZG,VLC,404
SZG,VNO,404
SZG,VOL,404
SZG,VRN,404
SZG,WAW,404
SZG,WRO,404
SZG,XER,404
SZG,XRY,404
SZG,ZAD,404
SZG,ZAG,404
SZG,ZRH,404
SZG,ZTH,404
SZZ,AAL,404
SZZ,AAR,404
SZZ,ABZ,404
SZZ,ACE,404
SZZ,AES,404
SZZ,AGH,404
SZZ,AGP,404
SZZ,AHO,404
SZZ,AJA,404
SZZ,ALF,404
SZZ,AMS,404
SZZ,AOI,404
SZZ,ARN,404
SZZ,ATH,404
SZZ,AXD,404
SZZ,BCN,404
SZZ,BDS,404
SZZ,BGO,404
SZZ,BGY,404
SZZ,BHD,404
SZZ,BHX,404
SZZ,BIA,404
SZZ,BIO,404
SZZ,BIQ,404
SZZ,BLL,404
SZZ,BLQ,404
SZZ,BOD,404
SZZ,BOJ,404
SZZ,BOO,404
SZZ,BRE,404
SZZ,BRI,404
SZZ,BRN,404
SZZ,BRS,404
SZZ,BRU,404
SZZ,BSL,404
SZZ,BUD,404
SZZ,BZG,404
SZZ,CAG,404
SZZ,CDG,404
SZZ,CFU,404
SZZ,CGN,404
SZZ,CHQ,404
SZZ,CLJ,404
SZZ,CLY,404
SZZ,CND,404
SZZ,CPH,404
SZZ,CTA,404
SZZ,CWL,404
SZZ,DBV,404
SZZ,DRS,404
SZZ,DTM,404
SZZ,DUB,404
SZZ,DUS,404
SZZ,EBJ,404
SZZ,EDI,404
SZZ,EFL,404
SZZ,EMA,404
SZZ,EVE,404
SZZ,FAO,404
SZZ,FCO,404
SZZ,FDH,404
SZZ,FKB,404
SZZ,FLR,404
SZZ,FMM,404
SZZ,FMO,404
SZZ,FNC,404
SZZ,FRA,404
SZZ,FSC,404
SZZ,FUE,404
SZZ,GDN,404
SZZ,GLA,404
SZZ,GOA,404
SZZ,GOT,404
SZZ,GRZ,404
SZZ,GVA,404
SZZ,GWT,404
SZZ,HAJ,404
SZZ,HAM,404
SZZ,HAU,404
SZZ,HDB,404
SZZ,HDF,404
SZZ,HEL,404
SZZ,HER,404
SZZ,HOV,404
SZZ,IAS,404
SZZ,IBZ,404
SZZ,INN,404
SZZ,IOA,404
SZZ,JER,404
SZZ,JKG,404
SZZ,JKH,404
SZZ,JMK,404
SZZ,JSI,404
SZZ,JTR,404
SZZ,KGS,404
SZZ,KKN,404
SZZ,KLR,404
SZZ,KLU,404
SZZ,KLX,404
SZZ,KRK,404
SZZ,KRN,404
SZZ,KRS,404
SZZ,KSC,404
SZZ,KSD,404
SZZ,KSU,404
SZZ,KTT,404
SZZ,KTW,404
SZZ,KUO,404
SZZ,KVA,404
SZZ,LCA,404
SZZ,LCJ,404
SZZ,LCY,404
SZZ,LDE,404
SZZ,LEJ,404
SZZ,LGG,404
SZZ,LHR,404
SZZ,LIN,404
SZZ,LIS,404
SZZ,LJU,404
SZZ,LLA,404
SZZ,LMP,404
SZZ,LNZ,404
SZZ,LPA,404
SZZ,LPI,404
SZZ,LUG,404
SZZ,LUX,404
SZZ,LUZ,404
SZZ,LYR,404
SZZ,LYS,404
SZZ,MAD,404
SZZ,MAH,404
SZZ,MAN,404
SZZ,MJT,404
SZZ,MLA,404
SZZ,MLH,404
SZZ,MMX,404
SZZ,MOL,404
SZZ,MPL,404
SZZ,MRS,404
SZZ,MUC,404
SZZ,MXP,404
SZZ,NAP,404
SZZ,NCE,404
SZZ,NCL,404
SZZ,NOC,404
SZZ,NQY,404
SZZ,NUE,404
SZZ,OLB,404
SZZ,OPO,404
SZZ,OSD,404
SZZ,OSL,404
SZZ,OTP,404
SZZ,OUL,404
SZZ,PAD,404
SZZ,PEG,404
SZZ,PMI,404
SZZ,PMO,404
SZZ,PNL,404
SZZ,POZ,404
SZZ,PRG,404
SZZ,PSA,404
SZZ,PUY,404
SZZ,QDU,404
SZZ,REG,404
SZZ,RHO,404
SZZ,RIX,404
SZZ,RJK,404
